symbol,direction,open_price,close_price,stop_loss,take_profit,volume,open_time,close_time,pnl,confidence,bars_held,status
USDJPY,sell,152.075,152.919,152.575,151.075,0.39,2024-11-04 02:00:00,2024-11-06 02:00:00,-0.3291600000000088,0.69,48,stopped
USDJPY,sell,152.148,152.919,152.648,151.148,0.39,2024-11-04 08:00:00,2024-11-06 02:00:00,-0.30069000000000584,0.69,42,stopped
USDJPY,sell,152.175,152.919,152.675,151.175,0.39,2024-11-04 09:00:00,2024-11-06 02:00:00,-0.2901599999999999,0.74,41,stopped
USDJPY,sell,152.385,152.919,152.885,151.385,0.39,2024-11-05 05:00:00,2024-11-06 02:00:00,-0.20826000000000788,0.7,21,stopped
CADJPY,sell,109.547,110.124,110.047,108.547,0.39,2024-11-05 19:00:00,2024-11-06 02:00:00,-0.2250299999999993,0.86,7,stopped
EURUSD,sell,1.08881,1.07624,1.09381,1.07881,0.25,2024-11-04 03:00:00,2024-11-06 04:00:00,0.0031424999999999925,0.89,49,profit
EURUSD,sell,1.08942,1.07624,1.09442,1.07942,0.25,2024-11-04 04:00:00,2024-11-06 04:00:00,0.003294999999999993,0.88,48,profit
EURUSD,sell,1.0901399999999999,1.07624,1.0951399999999998,1.0801399999999999,0.25,2024-11-04 05:00:00,2024-11-06 04:00:00,0.0034749999999999504,0.79,47,profit
EURUSD,sell,1.08973,1.07624,1.09473,1.07973,0.25,2024-11-04 06:00:00,2024-11-06 04:00:00,0.0033725000000000005,0.65,46,profit
EURUSD,sell,1.08988,1.07624,1.0948799999999999,1.07988,0.25,2024-11-04 07:00:00,2024-11-06 04:00:00,0.003409999999999968,0.74,45,profit
EURUSD,sell,1.08914,1.07624,1.09414,1.07914,0.25,2024-11-04 08:00:00,2024-11-06 04:00:00,0.0032249999999999783,0.63,44,profit
EURUSD,sell,1.08913,1.07624,1.0941299999999998,1.07913,0.25,2024-11-04 09:00:00,2024-11-06 04:00:00,0.003222499999999961,0.71,43,profit
CHFJPY,sell,175.774,176.518,176.274,174.774,0.39,2024-11-05 19:00:00,2024-11-06 04:00:00,-0.2901599999999999,0.7,9,stopped
CADJPY,sell,110.124,110.675,110.624,109.124,0.39,2024-11-06 02:00:00,2024-11-06 04:00:00,-0.21489000000000075,0.65,2,stopped
GBPUSD,sell,1.2993299999999999,1.28885,1.3043299999999998,1.2893299999999999,0.25,2024-11-04 05:00:00,2024-11-06 05:00:00,0.0026199999999999557,0.6,48,profit
GBPUSD,sell,1.29926,1.28885,1.30426,1.28926,0.25,2024-11-04 07:00:00,2024-11-06 05:00:00,0.0026025000000000076,0.68,46,profit
AUDCAD,sell,0.91956,0.90777,0.92456,0.90956,0.19,2024-11-05 16:00:00,2024-11-06 05:00:00,0.002240100000000015,0.63,13,profit
AUDCAD,sell,0.91851,0.90777,0.92351,0.90851,0.19,2024-11-05 19:00:00,2024-11-06 05:00:00,0.002040600000000016,0.6,10,profit
AUDUSD,sell,0.66339,0.65175,0.66839,0.65339,0.25,2024-11-05 19:00:00,2024-11-06 05:00:00,0.002909999999999996,0.77,10,profit
AUDCAD,sell,0.91833,0.90777,0.92333,0.90833,0.19,2024-11-05 21:00:00,2024-11-06 05:00:00,0.002006400000000003,0.64,8,profit
AUDUSD,sell,0.66382,0.65175,0.66882,0.65382,0.25,2024-11-05 23:00:00,2024-11-06 05:00:00,0.0030174999999999785,0.77,6,profit
AUDCAD,sell,0.91858,0.90777,0.92358,0.9085799999999999,0.19,2024-11-06 01:00:00,2024-11-06 05:00:00,0.0020538999999999974,0.72,4,profit
AUDJPY,sell,100.624,101.379,101.124,99.624,0.39,2024-11-05 19:00:00,2024-11-06 10:00:00,-0.29445000000000376,0.79,15,stopped
EURAUD,sell,1.6475499999999998,1.63532,1.6525499999999997,1.6375499999999998,0.38,2024-11-05 19:00:00,2024-11-06 10:00:00,0.0046473999999999014,0.62,15,profit
AUDJPY,sell,100.786,101.379,101.286,99.786,0.39,2024-11-06 02:00:00,2024-11-06 10:00:00,-0.2312700000000014,0.75,8,stopped
AUDCAD,sell,0.90777,0.91514,0.91277,0.89777,0.19,2024-11-06 05:00:00,2024-11-06 10:00:00,-0.0014002999999999978,0.63,5,stopped
AUDJPY,sell,100.329,101.379,100.829,99.329,0.39,2024-11-06 05:00:00,2024-11-06 10:00:00,-0.4095000000000044,0.94,5,stopped
AUDUSD,sell,0.65175,0.65874,0.6567500000000001,0.64175,0.25,2024-11-06 05:00:00,2024-11-06 10:00:00,-0.0017474999999999854,0.62,5,stopped
EURCAD,sell,1.49793,1.4875099999999999,1.5029299999999999,1.48793,0.19,2024-11-06 04:00:00,2024-11-06 14:00:00,0.0019798000000000185,0.83,10,profit
AUDJPY,sell,100.932,101.471,101.432,99.932,0.39,2024-11-06 04:00:00,2024-11-06 17:00:00,-0.2102100000000006,0.75,13,stopped
AUDCAD,sell,0.91189,0.91818,0.91689,0.90189,0.19,2024-11-06 04:00:00,2024-11-06 20:00:00,-0.0011951000000000034,0.63,16,stopped
AUDNZD,sell,1.10099,1.10641,1.1059899999999998,1.09099,0.44,2024-11-06 05:00:00,2024-11-06 20:00:00,-0.0023847999999999916,0.69,15,stopped
AUDCHF,sell,0.57256,0.57894,0.57756,0.56256,0.19,2024-11-05 18:00:00,2024-11-07 04:00:00,-0.00121220000000001,0.67,34,stopped
AUDUSD,sell,0.65519,0.66121,0.66019,0.64519,0.25,2024-11-06 04:00:00,2024-11-07 04:00:00,-0.0015049999999999786,0.62,24,stopped
CADJPY,sell,110.516,111.111,111.016,109.516,0.39,2024-11-06 05:00:00,2024-11-07 04:00:00,-0.23204999999999956,0.77,23,stopped
EURAUD,sell,1.63532,1.62365,1.64032,1.62532,0.38,2024-11-06 10:00:00,2024-11-07 04:00:00,0.004434600000000026,0.71,18,profit
CADCHF,sell,0.62555,0.63068,0.63055,0.61555,0.19,2024-11-06 02:00:00,2024-11-07 05:00:00,-0.000974699999999994,0.72,27,stopped
AUDCAD,sell,0.91514,0.92074,0.92014,0.90514,0.19,2024-11-06 02:00:00,2024-11-07 10:00:00,-0.0010640000000000094,0.63,32,stopped
AUDUSD,sell,0.65937,0.66467,0.66437,0.64937,0.25,2024-11-05 06:00:00,2024-11-07 14:00:00,-0.0013249999999999929,0.79,56,stopped
AUDCAD,sell,0.91747,0.92307,0.92247,0.90747,0.19,2024-11-05 23:00:00,2024-11-07 14:00:00,-0.0010639999999999883,0.74,39,stopped
AUDUSD,sell,0.65906,0.66467,0.66406,0.64906,0.25,2024-11-06 02:00:00,2024-11-07 14:00:00,-0.001402500000000001,0.62,36,stopped
AUDUSD,sell,0.66092,0.66631,0.66592,0.6509199999999999,0.25,2024-11-04 06:00:00,2024-11-07 15:00:00,-0.0013475000000000015,0.63,81,stopped
AUDUSD,sell,0.65988,0.66631,0.66488,0.64988,0.25,2024-11-04 08:00:00,2024-11-07 15:00:00,-0.001607499999999984,0.61,79,stopped
AUDCHF,sell,0.57675,0.58234,0.58175,0.56675,0.19,2024-11-06 20:00:00,2024-11-07 15:00:00,-0.0010620999999999968,0.6,19,stopped
AUDUSD,sell,0.66121,0.66631,0.66621,0.65121,0.25,2024-11-07 04:00:00,2024-11-07 15:00:00,-0.0012749999999999984,0.61,11,stopped
AUDCAD,sell,0.91956,0.92474,0.92456,0.90956,0.19,2024-11-07 05:00:00,2024-11-07 15:00:00,-0.0009841999999999928,0.66,10,stopped
AUDNZD,sell,1.10296,1.10804,1.1079599999999998,1.09296,0.44,2024-11-06 04:00:00,2024-11-07 17:00:00,-0.0022351999999999884,0.61,37,stopped
CHFJPY,sell,176.518,175.478,177.018,175.518,0.39,2024-11-06 04:00:00,2024-11-07 17:00:00,0.4055999999999969,0.91,37,profit
AUDCAD,sell,0.92074,0.92688,0.92574,0.91074,0.19,2024-11-07 10:00:00,2024-11-07 17:00:00,-0.0011666000000000066,0.67,7,stopped
CHFJPY,sell,176.24,175.139,176.74,175.24,0.39,2024-11-06 05:00:00,2024-11-07 20:00:00,0.42938999999999966,0.76,39,profit
CHFJPY,sell,176.194,175.139,176.694,175.194,0.39,2024-11-06 10:00:00,2024-11-07 20:00:00,0.4114499999999916,0.84,34,profit
CADJPY,sell,111.111,110.063,111.611,110.111,0.39,2024-11-07 04:00:00,2024-11-08 05:00:00,0.4087200000000007,0.81,25,profit
CADJPY,sell,110.779,109.685,111.279,109.779,0.39,2024-11-06 10:00:00,2024-11-08 10:00:00,0.4266599999999977,0.65,48,profit
CADJPY,sell,110.716,109.685,111.216,109.716,0.39,2024-11-07 14:00:00,2024-11-08 10:00:00,0.4020899999999968,0.85,20,profit
AUDJPY,sell,102.265,101.225,102.765,101.265,0.39,2024-11-07 17:00:00,2024-11-08 10:00:00,0.40560000000000246,0.79,17,profit
CADJPY,sell,110.675,109.653,111.175,109.675,0.39,2024-11-06 04:00:00,2024-11-08 11:00:00,0.39857999999999666,0.65,55,profit
CADJPY,sell,110.598,109.548,111.098,109.598,0.39,2024-11-07 15:00:00,2024-11-08 12:00:00,0.4094999999999989,0.85,21,profit
EURAUD,sell,1.6196700000000002,1.62554,1.62467,1.6096700000000002,0.38,2024-11-07 15:00:00,2024-11-08 13:00:00,-0.0022305999999999316,0.75,22,stopped
EURAUD,sell,1.62106,1.62727,1.6260599999999998,1.61106,0.38,2024-11-07 14:00:00,2024-11-08 15:00:00,-0.0023598000000000187,0.75,25,stopped
EURCAD,sell,1.49683,1.48667,1.50183,1.48683,0.19,2024-11-06 05:00:00,2024-11-11 12:00:00,0.0019304000000000322,0.83,79,profit
EURCAD,sell,1.4965899999999999,1.48491,1.5015899999999998,1.4865899999999999,0.19,2024-11-06 10:00:00,2024-11-11 13:00:00,0.0022191999999999833,0.68,75,profit
CADCHF,sell,0.62698,0.63237,0.63198,0.61698,0.19,2024-11-06 04:00:00,2024-11-11 18:00:00,-0.001024100000000001,0.73,86,stopped
AUDCAD,sell,0.92439,0.9139,0.92939,0.91439,0.19,2024-11-07 20:00:00,2024-11-12 04:00:00,0.0019931,0.67,56,profit
AUDCAD,sell,0.92215,0.91167,0.92715,0.91215,0.19,2024-11-08 12:00:00,2024-11-12 16:00:00,0.0019912000000000085,0.71,52,profit
AUDCAD,sell,0.92186,0.91167,0.92686,0.91186,0.19,2024-11-08 13:00:00,2024-11-12 16:00:00,0.0019361000000000061,0.69,51,profit
CADCHF,sell,0.62865,0.6339,0.63365,0.61865,0.19,2024-11-06 10:00:00,2024-11-14 09:00:00,-0.0009974999999999956,0.73,143,stopped
CADCHF,sell,0.62993,0.6351,0.63493,0.61993,0.19,2024-11-07 04:00:00,2024-11-14 11:00:00,-0.0009823000000000015,0.86,127,stopped
CADCHF,sell,0.62976,0.6351,0.63476,0.61976,0.19,2024-11-07 15:00:00,2024-11-14 11:00:00,-0.0010146000000000022,0.83,116,stopped
AUDJPY,sell,101.225,100.095,101.725,100.225,0.39,2024-11-08 10:00:00,2024-11-15 17:00:00,0.44069999999999826,0.94,127,profit
AUDJPY,sell,100.99,99.88,101.49,99.99,0.39,2024-11-12 16:00:00,2024-11-15 18:00:00,0.4328999999999998,0.6,74,profit
AUDJPY,sell,100.906,99.88,101.406,99.906,0.39,2024-11-14 11:00:00,2024-11-15 18:00:00,0.4001400000000041,0.67,31,profit
AUDCHF,sell,0.58275,0.57265,0.58775,0.57275,0.19,2024-11-07 17:00:00,2024-11-18 10:00:00,0.0019189999999999995,0.79,161,profit
AUDCHF,sell,0.58234,0.57225,0.58734,0.57234,0.19,2024-11-07 15:00:00,2024-11-18 11:00:00,0.0019170999999999873,0.8,164,profit
AUDCHF,sell,0.58226,0.57225,0.58726,0.57226,0.19,2024-11-07 20:00:00,2024-11-18 11:00:00,0.0019018999999999928,0.62,159,profit
AUDJPY,sell,99.88,100.493,100.38,98.88,0.39,2024-11-15 18:00:00,2024-11-18 17:00:00,-0.23906999999999984,0.89,23,stopped
AUDJPY,sell,99.975,100.493,100.475,98.975,0.39,2024-11-18 11:00:00,2024-11-18 17:00:00,-0.20202000000000028,0.89,6,stopped
AUDNZD,sell,1.10403,1.10939,1.10903,1.09403,0.44,2024-11-06 10:00:00,2024-11-21 05:00:00,-0.002358400000000014,0.7,259,stopped
AUDNZD,sell,1.10451,1.11004,1.10951,1.09451,0.44,2024-11-06 02:00:00,2024-11-21 08:00:00,-0.002433199999999918,0.65,270,stopped
AUDNZD,sell,1.10451,1.11004,1.10951,1.09451,0.44,2024-11-06 14:00:00,2024-11-21 08:00:00,-0.002433199999999918,0.7,258,stopped
AUDNZD,sell,1.1048499999999999,1.11004,1.1098499999999998,1.0948499999999999,0.44,2024-11-06 17:00:00,2024-11-21 08:00:00,-0.0022836000000000124,0.69,255,stopped
AUDNZD,sell,1.10567,1.11079,1.1106699999999998,1.09567,0.44,2024-11-05 19:00:00,2024-11-21 17:00:00,-0.002252800000000006,0.63,286,stopped
EURCHF,sell,0.93918,0.92866,0.94418,0.92918,0.19,2024-11-06 04:00:00,2024-11-21 18:00:00,0.001998799999999995,0.74,278,profit
AUDCHF,sell,0.57225,0.57735,0.57725,0.56225,0.19,2024-11-18 11:00:00,2024-11-21 19:00:00,-0.0009689999999999987,0.86,80,stopped
EURCHF,sell,0.93853,0.92845,0.94353,0.92853,0.19,2024-11-06 05:00:00,2024-11-22 01:00:00,0.0019151999999999956,0.74,284,profit
AUDNZD,sell,1.10641,1.11142,1.1114099999999998,1.0964099999999999,0.44,2024-11-06 20:00:00,2024-11-22 01:00:00,-0.00220440000000008,0.65,269,stopped
AUDNZD,sell,1.10716,1.11324,1.1121599999999998,1.09716,0.44,2024-11-07 15:00:00,2024-11-22 02:00:00,-0.0026752000000000377,0.63,251,stopped
AUDNZD,sell,1.10804,1.11324,1.1130399999999998,1.09804,0.44,2024-11-07 17:00:00,2024-11-22 02:00:00,-0.0022880000000000413,0.67,249,stopped
AUDNZD,sell,1.10707,1.11324,1.11207,1.09707,0.44,2024-11-08 10:00:00,2024-11-22 02:00:00,-0.002714800000000004,0.66,232,stopped
AUDCHF,sell,0.57265,0.57787,0.57765,0.56265,0.19,2024-11-18 10:00:00,2024-11-22 13:00:00,-0.0009918000000000006,0.79,99,stopped
AUDCHF,sell,0.57438,0.58076,0.57938,0.56438,0.19,2024-11-14 09:00:00,2024-11-22 15:00:00,-0.00121220000000001,0.86,150,stopped
AUDCHF,sell,0.57482,0.58076,0.57982,0.56482,0.19,2024-11-14 11:00:00,2024-11-22 15:00:00,-0.0011286000000000106,0.84,148,stopped
AUDCHF,sell,0.57356,0.58076,0.57856,0.56356,0.19,2024-11-15 17:00:00,2024-11-22 15:00:00,-0.001368000000000018,0.85,118,stopped
AUDCHF,sell,0.5736,0.58076,0.5786,0.5636,0.19,2024-11-15 18:00:00,2024-11-22 15:00:00,-0.0013604000000000105,0.79,117,stopped
AUDCHF,sell,0.57426,0.58076,0.57926,0.56426,0.19,2024-11-18 17:00:00,2024-11-22 15:00:00,-0.0012350000000000117,0.79,94,stopped
AUDCHF,sell,0.57523,0.58076,0.58023,0.56523,0.19,2024-11-21 08:00:00,2024-11-22 15:00:00,-0.0010507000000000066,0.91,31,stopped
AUDCHF,sell,0.57578,0.58155,0.58078,0.56578,0.19,2024-11-21 05:00:00,2024-11-22 16:00:00,-0.0010963000000000101,0.68,35,stopped
AUDCHF,sell,0.5765,0.58155,0.5815,0.5665,0.19,2024-11-21 17:00:00,2024-11-22 16:00:00,-0.0009594999999999997,0.71,23,stopped
AUDCHF,sell,0.57726,0.58232,0.58226,0.56726,0.19,2024-11-22 01:00:00,2024-11-25 01:00:00,-0.0009613999999999913,0.66,24,stopped
AUDCHF,sell,0.57741,0.58291,0.58241,0.56741,0.19,2024-11-08 15:00:00,2024-11-25 02:00:00,-0.0010450000000000116,0.82,251,stopped
AUDCHF,sell,0.57769,0.58291,0.58269,0.56769,0.19,2024-11-12 04:00:00,2024-11-25 02:00:00,-0.0009918000000000006,0.76,214,stopped
AUDCHF,sell,0.57735,0.58291,0.58235,0.56735,0.19,2024-11-21 19:00:00,2024-11-25 02:00:00,-0.0010564000000000018,0.79,31,stopped
AUDCHF,sell,0.57756,0.58291,0.58256,0.56756,0.19,2024-11-22 02:00:00,2024-11-25 02:00:00,-0.0010165000000000148,0.83,24,stopped
AUDJPY,sell,100.327,100.921,100.827,99.327,0.39,2024-11-22 15:00:00,2024-11-25 02:00:00,-0.23166000000000325,0.84,11,stopped
EURAUD,sell,1.6014300000000001,1.60716,1.60643,1.5914300000000001,0.38,2024-11-25 02:00:00,2024-11-25 07:00:00,-0.0021773999999999205,0.68,5,stopped
CHFJPY,sell,173.123,173.652,173.623,172.123,0.39,2024-11-25 02:00:00,2024-11-25 10:00:00,-0.20630999999999858,0.64,8,stopped
AUDJPY,sell,100.831,99.785,101.331,99.831,0.39,2024-11-21 08:00:00,2024-11-26 01:00:00,0.4079400000000025,0.74,65,profit
CADJPY,sell,110.654,109.496,111.154,109.654,0.39,2024-11-25 02:00:00,2024-11-26 01:00:00,0.4516200000000005,0.68,23,profit
CADCHF,sell,0.63916,0.62753,0.64416,0.6291599999999999,0.19,2024-11-22 15:00:00,2024-11-26 02:00:00,0.002209699999999984,0.76,35,profit
CADJPY,sell,110.41,108.743,110.91,109.41,0.39,2024-11-22 15:00:00,2024-11-26 02:00:00,0.6501300000000007,0.86,35,profit
AUDCHF,sell,0.58291,0.57247,0.58791,0.57291,0.19,2024-11-25 02:00:00,2024-11-26 02:00:00,0.001983600000000001,0.89,24,profit
AUDCAD,sell,0.90763,0.91427,0.91263,0.89763,0.19,2024-11-21 18:00:00,2024-11-26 03:00:00,-0.0012615999999999962,0.67,57,stopped
AUDCAD,sell,0.90924,0.91427,0.91424,0.89924,0.19,2024-11-25 07:00:00,2024-11-26 03:00:00,-0.000955699999999996,0.77,20,stopped
AUDJPY,sell,99.214,99.724,99.714,98.214,0.39,2024-11-26 02:00:00,2024-11-26 04:00:00,-0.198900000000002,0.94,2,stopped
AUDCAD,sell,0.90999,0.91522,0.91499,0.89999,0.19,2024-11-21 08:00:00,2024-11-26 05:00:00,-0.000993700000000013,0.68,69,stopped
AUDCAD,sell,0.91001,0.91522,0.91501,0.90001,0.19,2024-11-22 13:00:00,2024-11-26 05:00:00,-0.0009899000000000093,0.65,40,stopped
AUDCAD,sell,0.91026,0.91558,0.91526,0.90026,0.19,2024-11-22 01:00:00,2024-11-26 06:00:00,-0.0010107999999999983,0.72,53,stopped
AUDCAD,sell,0.91031,0.91558,0.91531,0.9003099999999999,0.19,2024-11-22 02:00:00,2024-11-26 06:00:00,-0.0010012999999999995,0.74,52,stopped
AUDUSD,sell,0.64419,0.64929,0.64919,0.63419,0.25,2024-11-26 02:00:00,2024-11-26 06:00:00,-0.0012749999999999984,0.62,4,stopped
AUDCAD,sell,0.9109,0.916,0.9159,0.9009,0.19,2024-11-18 17:00:00,2024-11-26 14:00:00,-0.0009689999999999987,0.6,141,stopped
AUDNZD,sell,1.11318,1.10177,1.11818,1.10318,0.44,2024-11-22 15:00:00,2024-11-27 03:00:00,0.005020400000000063,0.74,60,profit
AUDNZD,sell,1.11426,1.10177,1.11926,1.10426,0.44,2024-11-22 16:00:00,2024-11-27 03:00:00,0.005495600000000049,0.69,59,profit
AUDJPY,sell,99.785,98.738,100.285,98.785,0.39,2024-11-26 01:00:00,2024-11-27 03:00:00,0.40832999999999886,0.95,26,profit
CHFJPY,sell,173.434,172.232,173.934,172.434,0.39,2024-11-26 06:00:00,2024-11-27 03:00:00,0.4687799999999993,0.64,21,profit
AUDNZD,sell,1.11157,1.10108,1.1165699999999998,1.10157,0.44,2024-11-26 03:00:00,2024-11-27 11:00:00,0.004615599999999951,0.67,32,profit
AUDNZD,sell,1.11153,1.10108,1.1165299999999998,1.10153,0.44,2024-11-26 06:00:00,2024-11-27 11:00:00,0.004597999999999933,0.75,29,profit
AUDJPY,sell,98.738,97.572,99.238,97.738,0.39,2024-11-27 03:00:00,2024-11-29 03:00:00,0.45473999999999876,0.76,48,profit
AUDUSD,sell,0.64634,0.65207,0.65134,0.63634,0.25,2024-11-26 01:00:00,2024-11-29 05:00:00,-0.0014325000000000032,0.66,76,stopped
AUDJPY,sell,98.26,97.252,98.76,97.26,0.39,2024-11-27 11:00:00,2024-12-02 14:00:00,0.3931200000000038,0.74,75,profit
AUDNZD,sell,1.10898,1.09898,1.11398,1.09898,0.44,2024-11-26 02:00:00,2024-12-02 16:00:00,0.004400000000000004,0.69,110,profit
AUDCHF,sell,0.5815,0.57029,0.5865,0.5715,0.19,2024-11-07 14:00:00,2024-12-04 04:00:00,0.00212990000000001,0.75,446,profit
AUDCHF,sell,0.58029,0.57029,0.58529,0.57029,0.19,2024-11-08 05:00:00,2024-12-04 04:00:00,0.001900000000000002,0.62,431,profit
AUDUSD,sell,0.65402,0.64288,0.65902,0.64402,0.25,2024-11-12 16:00:00,2024-12-04 04:00:00,0.0027850000000000097,0.65,372,profit
AUDCHF,sell,0.58076,0.57029,0.5857600000000001,0.57076,0.19,2024-11-22 15:00:00,2024-12-04 04:00:00,0.001989300000000017,0.61,181,profit
AUDCHF,sell,0.58155,0.57029,0.58655,0.57155,0.19,2024-11-22 16:00:00,2024-12-04 04:00:00,0.002139400000000009,0.61,180,profit
AUDCAD,sell,0.91522,0.90495,0.92022,0.90522,0.19,2024-11-26 05:00:00,2024-12-04 04:00:00,0.0019513000000000002,0.7,143,profit
AUDCAD,sell,0.91558,0.90495,0.92058,0.9055799999999999,0.19,2024-11-26 06:00:00,2024-12-04 04:00:00,0.0020196999999999845,0.73,142,profit
AUDCHF,sell,0.57952,0.56914,0.58452,0.56952,0.19,2024-11-08 10:00:00,2024-12-04 05:00:00,0.0019722000000000103,0.66,427,profit
AUDCAD,sell,0.91449,0.90313,0.91949,0.90449,0.19,2024-11-11 18:00:00,2024-12-04 05:00:00,0.0021584000000000074,0.68,395,profit
AUDUSD,sell,0.6516,0.64147,0.6566,0.6416,0.25,2024-11-22 02:00:00,2024-12-04 05:00:00,0.002532499999999993,0.61,195,profit
AUDCHF,sell,0.57925,0.56914,0.58425,0.56925,0.19,2024-11-25 10:00:00,2024-12-04 05:00:00,0.001920900000000012,0.77,163,profit
AUDCAD,sell,0.91391,0.90313,0.91891,0.90391,0.19,2024-11-26 04:00:00,2024-12-04 05:00:00,0.002048200000000002,0.76,145,profit
CHFJPY,sell,168.828,169.371,169.328,167.828,0.39,2024-12-04 04:00:00,2024-12-04 07:00:00,-0.21177000000000248,0.63,3,stopped
AUDJPY,sell,96.181,96.695,96.681,95.181,0.39,2024-12-04 05:00:00,2024-12-04 07:00:00,-0.20045999999999836,0.94,2,stopped
AUDJPY,sell,96.288,96.834,96.788,95.288,0.39,2024-12-04 04:00:00,2024-12-04 09:00:00,-0.21294000000000254,0.94,5,stopped
CADJPY,sell,106.397,106.948,106.897,105.397,0.39,2024-12-04 04:00:00,2024-12-04 09:00:00,-0.21488999999999522,0.77,5,stopped
CADJPY,sell,106.495,107.066,106.995,105.495,0.39,2024-12-04 05:00:00,2024-12-04 11:00:00,-0.2226899999999992,0.62,6,stopped
AUDCHF,sell,0.57894,0.56856,0.58394,0.56894,0.19,2024-11-07 04:00:00,2024-12-04 12:00:00,0.0019722000000000103,0.6,464,profit
AUDCHF,sell,0.57895,0.56856,0.58395,0.56895,0.19,2024-11-08 11:00:00,2024-12-04 12:00:00,0.001974100000000002,0.86,433,profit
AUDCHF,sell,0.57891,0.56856,0.58391,0.56891,0.19,2024-11-11 12:00:00,2024-12-04 12:00:00,0.0019665000000000155,0.68,408,profit
AUDCHF,sell,0.5791,0.56856,0.5841,0.5690999999999999,0.19,2024-11-11 13:00:00,2024-12-04 12:00:00,0.002002599999999999,0.77,407,profit
AUDCAD,sell,0.91203,0.90189,0.91703,0.90203,0.19,2024-11-25 02:00:00,2024-12-04 12:00:00,0.0019266000000000075,0.82,178,profit
AUDUSD,sell,0.65033,0.64026,0.65533,0.64033,0.25,2024-11-22 15:00:00,2024-12-04 14:00:00,0.002517499999999978,0.75,191,profit
AUDCAD,sell,0.91112,0.90051,0.91612,0.90112,0.19,2024-11-25 01:00:00,2024-12-04 14:00:00,0.002015900000000002,0.89,181,profit
AUDCAD,sell,0.91102,0.90051,0.9160200000000001,0.90102,0.19,2024-11-29 03:00:00,2024-12-04 14:00:00,0.0019969000000000037,0.62,83,profit
AUDCAD,sell,0.90051,0.90573,0.90551,0.89051,0.19,2024-12-04 14:00:00,2024-12-04 19:00:00,-0.0009918000000000006,0.64,5,stopped
CHFJPY,sell,170.127,170.819,170.627,169.127,0.39,2024-12-04 12:00:00,2024-12-05 15:00:00,-0.26987999999999174,0.87,27,stopped
